 id_proyecto;fecha_inicio;ubicacion;cliente;tecnico_encargado;tipo_proyecto;complejidad;indice_riesgo;experiencia_contratista;duracion_planificada_dias;retraso_dias;incidentes_ambientales;costo_presupuesto_inicial;costo_real_final;desviacion_coste_pct;coste_material_final;coste_maquinaria_final;coste_mano_obra_final;coste_adicional_final;tipo_material;diametro_tuberia_mm;longitud_tuberia_km;num_valvulas_compuerta;num_hidrantes;num_bocas_riego;m2_lona;tipo_lona;m2_geotextil;electrovalvulas;bombas;tipo_reparacion;complejidad_reparacion
HIDRO-2025-00168;2024-02-17 13:28:39.812431;Sur;Comunidad de Regantes;TEC-0043;Reparación;2;1,6;1;7;0;3;6250,47;9327,44;49,23;6003,52;51,15;195,8;3076,97;FD;250;0,055;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00334;2024-02-17 13:28:39.815289;Norte;Municipal;TEC-0013;Impermeabilización;1;1,6;1;70;11;2;217597,8;292857,78;34,59;106791,93;27041,28;83764,59;75259,98;;0;0,0;0;0;0;10563;200gr;11619;0;0;;0
HIDRO-2025-00517;2024-02-17 13:28:39.818561;Central;Industrial;TEC-0020;Riego Agrícola;1;2,2;3;17;0;2;161184,0;171484,96;6,39;133613,0;6950,0;20621,0;10300,96;;110;6,8;0;0;0;0;;0;13;1;;0
HIDRO-2025-01205;2024-02-17 13:28:39.831022;Norte;Industrial;TEC-0034;Riego Agrícola;1;1,8;4;13;-6;4;346421,6;382838,45;10,51;315021,1;9580,2;21820,3;36416,85;;200;5,07;0;0;0;0;;0;10;1;;0
HIDRO-2025-01280;2024-02-17 13:28:39.832305;Central;Privado;TEC-0017;Impermeabilización;1;2,3;1;7;0;1;22804,2;28797,84;26,28;11191,77;2833,92;8778,51;5993,64;;0;0,0;0;0;0;1107;200gr;1218;0;0;;0
HIDRO-2025-00528;2024-02-19 13:28:39.818750;Oeste;Privado;TEC-0043;Riego Agrícola;2;1,5;4;39;-5;4;1251300,0;1435645,54;14,73;1173259,2;22917,6;55123,2;184345,54;;250;12,16;0;0;0;0;;0;24;2;;0
HIDRO-2025-00660;2024-02-19 13:28:39.821598;Central;Comunidad de Regantes;TEC-0019;Reparación;1;1,3;2;4;-3;3;18080,97;20190,98;11,67;17767,4;123,5;190,07;2110,01;FD;400;0,083;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00843;2024-02-21 13:28:39.824785;Central;Comunidad de Regantes;TEC-0005;Riego Agrícola;2;2,3;1;20;-1;2;101712,0;142573,37;40,17;84184,0;150,0;17378,0;40861,37;;90;6,2;0;0;0;0;;0;12;1;;0
HIDRO-2025-01284;2024-02-21 13:28:39.832369;Este;Municipal;TEC-0015;Red Agua Potable;2;2,9;1;15;0;0;944361,4;1416542,1;50,0;918699,0;6937,8;18724,6;472180,7;PE;400;3,73;1;1;7;0;;0;0;0;;0
HIDRO-2025-00301;2024-02-24 13:28:39.814715;Central;Industrial;TEC-0037;Red Agua Potable;1;1,1;5;10;-3;0;838025,8;778764,97;-7,07;815253,0;6156,6;16616,2;-59260,83;PE;400;3,31;1;1;6;0;;0;0;0;;0
HIDRO-2025-00962;2024-02-24 13:28:39.826825;Sur;Industrial;TEC-0041;Red Agua Potable;2;1,8;3;62;-4;0;4035689,2;5041524,62;24,92;3926022,0;29648,4;80018,8;1005835,42;PE;400;15,94;4;1;31;0;;0;0;0;;0
HIDRO-2025-00902;2024-02-25 13:28:39.825803;Sur;Industrial;TEC-0031;Reparación;1;2,3;4;4;-7;1;43487,12;46418,33;6,74;42856,2;194,18;436,74;2931,21;PE;400;0,087;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-01232;2024-02-25 13:28:39.831473;Oeste;Comunidad de Regantes;TEC-0026;Red Agua Potable;2;1,0;5;130;-7;0;2262440,4;2555828,56;12,97;2057460,9;61993,8;142985,7;293388,16;PE;200;33,33;9;3;66;0;;0;0;0;;0
HIDRO-2025-00341;2024-02-26 13:28:39.815412;Sur;Privado;TEC-0015;Riego Agrícola;1;2,2;5;29;-4;2;190846,2;171283,17;-10,25;157971,4;300,0;32574,8;-19563,03;;90;11,62;0;0;0;0;;0;23;2;;0
HIDRO-2025-00689;2024-02-26 13:28:39.822125;Central;Municipal;TEC-0003;Riego Agrícola;1;2,0;2;11;-3;2;257907,6;291192,48;12,91;234517,1;7162,2;16228,3;33284,88;;200;3,77;0;0;0;0;;0;7;1;;0
HIDRO-2025-00985;2024-02-26 13:28:39.827223;Central;Industrial;TEC-0001;Red Agua Potable;1;2,1;2;51;-3;1;1275634,9;1542795,22;20,94;1234906,9;10521,4;30206,6;267160,32;FD;250;16,97;5;1;33;0;;0;0;0;;0
HIDRO-2025-00291;2024-02-27 13:28:39.814545;Central;Privado;TEC-0035;Red Agua Potable;1;2,4;5;101;5;3;1506817,4;1515282,4;0,56;1336954,3;41874,8;127988,3;8465,0;PE;160;33,77;10;3;67;0;;0;0;0;;0
HIDRO-2025-00662;2024-02-27 13:28:39.821635;Sur;Industrial;TEC-0004;Red Agua Potable;1;1,3;5;25;-2;0;3257975,6;3056846,33;-6,17;3196278,8;15549,6;46147,2;-201129,27;PE;500;8,36;2;1;16;0;;0;0;0;;0
HIDRO-2025-01100;2024-02-27 13:28:39.829234;Central;Comunidad de Regantes;TEC-0034;Impermeabilización;1;2,5;2;101;0;3;343844,26;404947,6;17,77;184878,8;38794,24;120171,22;61103,34;;0;0,0;0;0;0;15154;400gr;16669;0;0;;0
HIDRO-2025-01125;2024-02-27 13:28:39.829678;Oeste;Privado;TEC-0011;Riego Agrícola;2;1,8;4;25;-7;2;359233,8;453300,82;26,19;318799,1;10057,6;30377,1;94067,02;;160;7,99;0;0;0;0;;0;15;1;;0
HIDRO-2025-01154;2024-02-28 13:28:39.830162;Central;Industrial;TEC-0044;Riego Agrícola;2;3,0;1;29;0;1;429201,0;643801,5;50,0;380899,5;11992,0;36309,5;214600,5;;160;9,55;0;0;0;0;;0;19;1;;0
HIDRO-2025-00516;2024-03-01 13:28:39.818542;Norte;Municipal;TEC-0026;Red Agua Potable;2;1,3;5;65;-4;0;6445803,4;5810158,02;-9,86;6323738,2;30764,4;91300,8;-635645,38;PE;500;16,54;4;1;33;0;;0;0;0;;0
HIDRO-2025-01434;2024-03-01 13:28:39.834914;Este;Municipal;TEC-0028;Reparación;1;2,0;5;8;-7;1;7815,4;6938,13;-11,22;7404,73;157,17;253,5;-877,28;FD;100;0,169;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-01461;2024-03-01 13:28:39.835419;Oeste;Municipal;TEC-0014;Reparación;1;2,9;5;1;-7;0;3181,18;3640,31;14,43;3139,62;16,37;25,19;459,14;FD;400;0,011;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00211;2024-03-02 13:28:39.813169;Sur;Privado;TEC-0047;Riego Agrícola;1;1,1;1;20;12;0;577753,6;639134,17;10,62;525413,1;15904,2;36436,3;61380,57;;200;8,47;0;0;0;0;;0;16;1;;0
HIDRO-2025-01061;2024-03-02 13:28:39.828533;Central;Privado;TEC-0020;Impermeabilización;2;2,5;4;116;-7;4;360837,12;456041,33;26,38;166860,32;34365,44;159611,36;95204,21;;0;0,0;0;0;0;13424;vertederos;14766;0;0;;0
HIDRO-2025-00460;2024-03-03 13:28:39.817523;Este;Municipal;TEC-0018;Riego Agrícola;1;1,0;3;16;-5;0;294354,8;272241,92;-7,51;261223,6;8259,6;24871,6;-22112,88;;160;6,54;0;0;0;0;;0;13;1;;0
HIDRO-2025-00782;2024-03-03 13:28:39.823731;Este;Municipal;TEC-0042;Red Agua Potable;3;2,3;5;189;-7;0;1728348,0;2131534,4;23,33;1644692,8;24465,2;59190,0;403186,4;FD;150;39,46;11;3;78;0;;0;0;0;;0
HIDRO-2025-00076;2024-03-04 13:28:39.810760;Oeste;Comunidad de Regantes;TEC-0031;Riego Agrícola;1;2,7;1;11;3;5;179141,4;254846,09;42,26;158967,3;5072,8;15101,3;75704,69;;160;3,97;0;0;0;0;;0;7;1;;0
HIDRO-2025-00107;2024-03-04 13:28:39.811341;Oeste;Municipal;TEC-0018;Reparación;2;1,9;3;35;-5;2;9856,35;12138,3;23,15;7820,55;405,0;1630,8;2281,95;PE;110;0,27;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-01169;2024-03-04 13:28:39.830410;Central;Industrial;TEC-0019;Reparación;2;2,3;5;32;-7;2;54372,85;59016,6;8,54;52874,06;367,54;1131,26;4643,75;FD;400;0,247;0;0;0;0;;0;0;0;Fuga;2
HIDRO-2025-00598;2024-03-05 13:28:39.820125;Central;Industrial;TEC-0004;Riego Agrícola;3;1,9;1;19;0;1;464455,0;696682,5;50,0;435466,2;8538,6;20450,2;232227,5;;250;4,51;0;0;0;0;;0;9;1;;0
HIDRO-2025-00901;2024-03-05 13:28:39.825786;Sur;Municipal;TEC-0044;Impermeabilización;1;1,1;5;120;-7;0;483436,8;386749,44;-20,0;223553,55;46041,6;213841,65;-96687,36;;0;0,0;0;0;0;17985;vertederos;19784;0;0;;0
HIDRO-2025-01039;2024-03-05 13:28:39.828173;Oeste;Industrial;TEC-0047;Riego Agrícola;1;1,6;4;31;-7;1;1281025,0;1509097,15;17,8;1201134,0;23457,0;56434,0;228072,15;;250;12,45;0;0;0;0;;0;24;2;;0
HIDRO-2025-01459;2024-03-05 13:28:39.835339;Sur;Comunidad de Regantes;TEC-0003;Riego Agrícola;3;1,6;4;22;-4;1;235632,6;277815,33;17,9;209105,7;6635,2;19891,7;42182,73;;160;5,23;0;0;0;0;;0;10;1;;0
HIDRO-2025-01164;2024-03-07 13:28:39.830328;Norte;Privado;TEC-0045;Red Agua Potable;3;2,4;5;44;-7;2;3550258,1;4363119,29;22,9;3483026,3;16944,6;50287,2;812861,19;PE;500;9,11;2;1;18;0;;0;0;0;;0
HIDRO-2025-00922;2024-03-09 13:28:39.826149;Sur;Industrial;TEC-0017;Riego Agrícola;2;2,7;4;42;-7;1;595402,6;819401,72;37,62;528385,7;16705,2;50311,7;223999,12;;160;13,23;0;0;0;0;;0;26;2;;0
HIDRO-2025-00947;2024-03-09 13:28:39.826576;Central;Comunidad de Regantes;TEC-0034;Impermeabilización;3;1,1;1;40;5;1;76426,0;98091,72;28,35;37508,1;9497,6;29420,3;21665,72;;0;0,0;0;0;0;3710;200gr;4081;0;0;;0
HIDRO-2025-00145;2024-03-10 13:28:39.812030;Central;Privado;TEC-0024;Reparación;1;1,3;3;9;0;0;11057,37;12757,0;15,37;10154,84;254,45;648,09;1699,63;PE;160;0,171;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-01470;2024-03-10 13:28:39.835569;Sur;Municipal;TEC-0034;Reparación;1;2,0;4;2;-2;1;3252,95;3852,2;18,42;3167,68;28,27;57,0;599,24;FD;150;0,038;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00288;2024-03-11 13:28:39.814494;Oeste;Municipal;TEC-0028;Impermeabilización;2;1,9;3;28;-5;0;87252,48;110775,14;26,96;40347,78;8309,76;38594,94;23522,66;;0;0,0;0;0;0;3246;vertederos;3571;0;0;;0
HIDRO-2025-00693;2024-03-11 13:28:39.822193;Oeste;Municipal;TEC-0021;Impermeabilización;1;1,5;4;78;-5;1;313662,72;355877,23;13,46;145045,67;29872,64;138744,41;42214,51;;0;0,0;0;0;0;11669;vertederos;12836;0;0;;0
HIDRO-2025-00454;2024-03-12 13:28:39.817417;Central;Municipal;TEC-0033;Red Agua Potable;1;2,4;1;139;0;0;2069475,6;2787790,4;34,71;1836184,2;57511,2;175780,2;718314,8;PE;160;46,38;13;4;92;0;;0;0;0;;0
HIDRO-2025-01058;2024-03-12 13:28:39.828485;Sur;Privado;TEC-0017;Riego Agrícola;2;2,0;4;22;-1;0;479826,4;576092,17;20,06;436351,9;13225,8;30248,7;96265,77;;200;7,03;0;0;0;0;;0;14;1;;0
HIDRO-2025-01392;2024-03-12 13:28:39.834175;Este;Industrial;TEC-0033;Red Agua Potable;1;2,0;5;9;-6;2;69523,4;56308,52;-19,01;57543,8;2980,0;8999,6;-13214,88;PE;110;2,98;1;1;5;0;;0;0;0;;0
HIDRO-2025-00328;2024-03-14 13:28:39.815182;Norte;Municipal;TEC-0047;Riego Agrícola;2;1,8;4;40;-4;2;835751,2;893225,05;6,88;760015,2;23066,4;52669,6;57473,85;;200;12,24;0;0;0;0;;0;24;2;;0
HIDRO-2025-00526;2024-03-14 13:28:39.818717;Este;Industrial;TEC-0045;Riego Agrícola;1;2,0;5;12;-7;0;482905,0;417828,98;-13,48;452767,8;8873,4;21263,8;-65076,02;;250;4,69;0;0;0;0;;0;9;1;;0
HIDRO-2025-00166;2024-03-15 13:28:39.812394;Central;Comunidad de Regantes;TEC-0016;Impermeabilización;1;2,7;1;106;0;3;429139,2;528449,46;23,14;198444,95;40870,4;189823,85;99310,26;;0;0,0;0;0;0;15965;vertederos;17562;0;0;;0
HIDRO-2025-00857;2024-03-15 13:28:39.825028;Este;Municipal;TEC-0009;Red Agua Potable;2;1,4;3;68;-2;0;2786716,5;3657598,01;31,25;2670275,0;32568,6;83872,9;870881,51;PE;315;17,51;5;1;35;0;;0;0;0;;0
HIDRO-2025-01044;2024-03-15 13:28:39.828256;Este;Industrial;TEC-0045;Impermeabilización;1;1,9;1;26;-1;0;105073,92;152241,75;44,89;48588,87;10007,04;46478,01;47167,83;;0;0,0;0;0;0;3909;vertederos;4300;0;0;;0
HIDRO-2025-00212;2024-03-16 13:28:39.813185;Norte;Privado;TEC-0025;Reparación;1;1,1;2;3;0;0;6046,14;6657,76;10,12;5648,3;136,15;261,69;611,62;PE;200;0,061;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00731;2024-03-17 13:28:39.822845;Central;Privado;TEC-0026;Reparación;1;2,4;5;14;-7;1;159261,68;128948,58;-19,03;157137,63;611,57;1512,48;-30313,1;PE;500;0,274;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-01238;2024-03-17 13:28:39.831575;Oeste;Comunidad de Regantes;TEC-0022;Reparación;2;1,5;4;27;-1;2;45644,53;39946,64;-12,48;44311,46;385,02;948,06;-5697,9;FD;400;0,207;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-01388;2024-03-18 13:28:39.834110;Este;Privado;TEC-0041;Reparación;1;2,4;2;4;-1;3;5043,71;6838,38;35,58;4632,03;116,06;295,62;1794,67;PE;160;0,078;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00431;2024-03-19 13:28:39.816976;Norte;Comunidad de Regantes;TEC-0050;Red Agua Potable;2;1,9;4;17;-3;3;449975,0;520346,03;15,64;421966,8;8165,4;19842,8;70371,03;PE;250;4,39;1;1;8;0;;0;0;0;;0
HIDRO-2025-01213;2024-03-19 13:28:39.831153;Oeste;Privado;TEC-0043;Riego Agrícola;2;2,2;2;36;-1;0;490095,6;637626,26;30,1;434924,2;13791,2;41380,2;147530,66;;160;10,88;0;0;0;0;;0;21;2;;0
HIDRO-2025-00023;2024-03-20 13:28:39.809810;Sur;Industrial;TEC-0014;Impermeabilización;2;2,1;3;46;-5;3;108500,2;131994,99;21,65;53249,37;13483,52;41767,31;23494,79;;0;0,0;0;0;0;5267;200gr;5794;0;0;;0
HIDRO-2025-00336;2024-03-20 13:28:39.815326;Sur;Industrial;TEC-0028;Red Agua Potable;3;1,8;4;230;-4;1;18639829,3;23382554,1;25,44;18286843,9;88963,8;264021,6;4742724,8;PE;500;47,83;14;4;95;0;;0;0;0;;0
HIDRO-2025-00825;2024-03-20 13:28:39.824475;Central;Municipal;TEC-0006;Reparación;3;1,9;3;58;-4;3;16466,65;23149,26;40,58;15192,36;180,79;1093,5;6682,61;FD;150;0,243;0;0;0;0;;0;0;0;Fuga;3
HIDRO-2025-01024;2024-03-20 13:28:39.827905;Norte;Privado;TEC-0026;Red Agua Potable;2;1,1;5;107;-7;1;1866021,2;1982614,43;6,25;1696957,7;51131,4;117932,1;116593,23;PE;200;27,49;8;2;54;0;;0;0;0;;0
HIDRO-2025-01175;2024-03-20 13:28:39.830513;Norte;Privado;TEC-0019;Red Agua Potable;1;2,0;4;61;-5;1;2091000,0;2221415,98;6,24;1960848,0;37944,0;92208,0;130415,98;PE;250;20,4;6;2;40;0;;0;0;0;;0
HIDRO-2025-01183;2024-03-22 13:28:39.830650;Oeste;Comunidad de Regantes;TEC-0001;Red Agua Potable;1;2,1;3;21;-5;0;2727970,0;3831432,78;40,45;2676310,0;13020,0;38640,0;1103462,78;PE;500;7,0;2;1;14;0;;0;0;0;;0
HIDRO-2025-01374;2024-03-22 13:28:39.833880;Central;Municipal;TEC-0022;Impermeabilización;1;1,7;3;81;-4;0;251402,4;296833,23;18,07;123382,44;31242,24;96777,72;45430,83;;0;0,0;0;0;0;12204;200gr;13424;0;0;;0
HIDRO-2025-00302;2024-03-23 13:28:39.814732;Oeste;Privado;TEC-0001;Reparación;1;1,6;4;12;-1;0;15867,18;16133,57;1,68;15317,4;182,28;367,5;266,39;FD;150;0,245;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00338;2024-03-24 13:28:39.815362;Sur;Privado;TEC-0024;Impermeabilización;1;2,3;3;41;-5;1;125515,8;165803,66;32,1;61600,23;15598,08;48317,49;40287,86;;0;0,0;0;0;0;6093;200gr;6702;0;0;;0
HIDRO-2025-01338;2024-03-24 13:28:39.833262;Norte;Industrial;TEC-0035;Red Agua Potable;1;1,7;4;98;-7;2;1026057,5;929894,31;-9,37;956627,5;20305,0;49125,0;-96163,19;FD;100;32,75;9;3;65;0;;0;0;0;;0
HIDRO-2025-01444;2024-03-24 13:28:39.835091;Norte;Privado;TEC-0027;Reparación;1;2,7;2;12;6;2;121963,89;166012,84;36,12;120194,4;544,61;1224,88;44048,95;PE;400;0,244;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00252;2024-03-25 13:28:39.813880;Oeste;Comunidad de Regantes;TEC-0047;Riego Agrícola;1;2,6;1;30;0;4;282203,7;406424,17;44,02;233950,9;12190,0;36062,8;124220,47;;110;11,89;0;0;0;0;;0;23;2;;0
HIDRO-2025-00845;2024-03-25 13:28:39.824818;Sur;Municipal;TEC-0027;Red Agua Potable;3;1,7;3;209;-5;1;1907052,0;2814685,08;47,59;1814747,2;26994,8;65310,0;907633,08;FD;150;43,54;13;4;87;0;;0;0;0;;0
HIDRO-2025-01185;2024-03-26 13:28:39.830686;Sur;Comunidad de Regantes;TEC-0008;Riego Agrícola;1;1,7;3;33;-4;2;323391,2;337026,72;4,22;268083,4;13940,0;41367,8;13635,52;;110;13,64;0;0;0;0;;0;27;2;;0
HIDRO-2025-00444;2024-03-27 13:28:39.817245;Este;Comunidad de Regantes;TEC-0040;Reparación;1;2,8;5;12;-7;1;27789,83;33691,18;21,24;27189,12;177,07;423,64;5901,35;FD;200;0,238;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00876;2024-03-27 13:28:39.825356;Sur;Municipal;TEC-0031;Riego Agrícola;1;2,0;5;8;-7;1;38553,0;39984,63;3,71;31946,0;150,0;6457,0;1431,63;;90;2,3;0;0;0;0;;0;4;1;;0
HIDRO-2025-00989;2024-03-27 13:28:39.827294;Oeste;Municipal;TEC-0017;Riego Agrícola;1;2,2;1;26;-1;4;241806,1;295444,8;22,18;200482,7;10470,0;30853,4;53638,7;;110;10,17;0;0;0;0;;0;20;2;;0
HIDRO-2025-01162;2024-03-27 13:28:39.830295;Central;Privado;TEC-0018;Reparación;1;2,6;4;1;-7;2;2676,16;2960,37;10,62;2500,06;60,26;115,83;284,21;PE;200;0,027;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-01166;2024-03-28 13:28:39.830361;Este;Comunidad de Regantes;TEC-0045;Impermeabilización;2;1,6;1;142;0;1;439138,56;574810,62;30,9;203068,91;41822,72;194246,93;135672,06;;0;0,0;0;0;0;16337;vertederos;17971;0;0;;0
HIDRO-2025-01330;2024-03-28 13:28:39.833127;Este;Municipal;TEC-0042;Impermeabilización;1;2,5;5;122;-7;2;376053,0;385155,71;2,42;184558,05;46732,8;144762,15;9102,71;;0;0,0;0;0;0;18255;200gr;20080;0;0;;0
HIDRO-2025-00059;2024-03-29 13:28:39.810448;Sur;Municipal;TEC-0015;Reparación;2;1,3;1;34;1;3;17729,33;23353,16;31,72;15380,72;385,39;1963,22;5623,83;PE;160;0,259;0;0;0;0;;0;0;0;Fuga;2
HIDRO-2025-00191;2024-03-29 13:28:39.812827;Oeste;Industrial;TEC-0036;Reparación;2;2,9;1;25;-1;1;11873,32;17809,99;50,0;11158,22;142,1;573,0;5936,66;FD;100;0,191;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-00398;2024-03-29 13:28:39.816405;Oeste;Municipal;TEC-0012;Red Agua Potable;1;1,1;4;33;-5;1;740570,8;622245,77;-15,98;673474,3;20292,6;46803,9;-118325,03;PE;200;10,91;3;1;21;0;;0;0;0;;0
HIDRO-2025-00721;2024-03-31 13:28:39.822667;Sur;Privado;TEC-0026;Red Agua Potable;2;2,8;4;185;-7;1;4863625,0;5837027,13;20,01;4560894,0;88257,0;214474,0;973402,13;PE;250;47,45;14;4;94;0;;0;0;0;;0
HIDRO-2025-00877;2024-04-01 13:28:39.825372;Central;Privado;TEC-0026;Riego Agrícola;1;1,5;1;22;0;2;997330,0;1354749,22;35,84;935179,0;18192,0;43959,0;357419,22;;250;9,7;0;0;0;0;;0;19;1;;0
HIDRO-2025-00032;2024-04-02 13:28:39.809968;Sur;Privado;TEC-0012;Riego Agrícola;2;2,4;3;45;-5;0;972550,0;1342002,1;37,99;884432,5;26805,0;61312,5;369452,1;;200;14,25;0;0;0;0;;0;28;2;;0
HIDRO-2025-00764;2024-04-02 13:28:39.823419;Este;Comunidad de Regantes;TEC-0023;Reparación;1;2,7;3;8;0;1;5077,31;7592,3;49,53;4431,64;183,6;462,06;2515,0;PE;110;0,153;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00820;2024-04-02 13:28:39.824393;Norte;Industrial;TEC-0039;Riego Agrícola;1;1,6;1;14;0;4;359318,8;485201,5;35,03;326749,8;9933,6;22635,4;125882,7;;200;5,26;0;0;0;0;;0;10;1;;0
HIDRO-2025-01159;2024-04-03 13:28:39.830245;Central;Industrial;TEC-0022;Red Agua Potable;1;1,8;5;112;-7;4;1668341,8;1871061,84;12,15;1480270,1;46363,6;141708,1;202720,04;PE;160;37,39;11;3;74;0;;0;0;0;;0
HIDRO-2025-00763;2024-04-04 13:28:39.823402;Central;Privado;TEC-0026;Riego Agrícola;2;2,0;4;10;-5;1;166678,4;181556,3;8,93;151543,9;4669,8;10464,7;14877,9;;200;2,43;0;0;0;0;;0;4;1;;0
HIDRO-2025-00887;2024-04-04 13:28:39.825546;Oeste;Industrial;TEC-0037;Reparación;1;1,5;1;1;1;1;6328,23;8453,92;33,59;6207,89;53,94;66,41;2125,68;FD;400;0,029;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-01147;2024-04-04 13:28:39.830048;Oeste;Privado;TEC-0033;Riego Agrícola;1;2,3;1;11;3;0;90887,3;124007,96;36,44;75366,1;3960,0;11561,2;33120,66;;110;3,81;0;0;0;0;;0;7;1;;0
HIDRO-2025-01296;2024-04-04 13:28:39.832575;Norte;Comunidad de Regantes;TEC-0030;Reparación;1;2,5;2;7;-3;2;22036,07;29479,16;33,78;21050,28;325,87;659,92;7443,09;PE;250;0,146;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-01409;2024-04-04 13:28:39.834452;Oeste;Comunidad de Regantes;TEC-0029;Impermeabilización;2;3,0;4;25;-6;1;77763,84;99937,28;28,51;35959,99;7406,08;34397,77;22173,44;;0;0,0;0;0;0;2893;vertederos;3182;0;0;;0
HIDRO-2025-00395;2024-04-05 13:28:39.816352;Este;Privado;TEC-0031;Riego Agrícola;2;1,7;2;45;-3;1;339812,2;426191,21;25,42;281685,4;14640,0;43486,8;86379,01;;110;14,34;0;0;0;0;;0;28;2;;0
HIDRO-2025-00669;2024-04-05 13:28:39.821760;Oeste;Industrial;TEC-0013;Impermeabilización;1;1,4;3;109;-5;2;372025,24;386245,1;3,82;200031,2;41973,76;130020,28;14219,86;;0;0,0;0;0;0;16396;400gr;18036;0;0;;0
HIDRO-2025-00828;2024-04-05 13:28:39.824533;Central;Privado;TEC-0043;Reparación;1;2,4;2;12;-3;1;20375,12;27349,45;34,23;19792,08;171,86;411,18;6974,32;FD;200;0,231;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-01113;2024-04-05 13:28:39.829479;Norte;Privado;TEC-0013;Red Agua Potable;2;2,1;3;172;-1;0;4520250,0;5812225,32;28,58;4238892,0;82026,0;199332,0;1291975,32;PE;250;44,1;13;4;88;0;;0;0;0;;0
HIDRO-2025-00078;2024-04-06 13:28:39.810799;Central;Privado;TEC-0033;Red Agua Potable;1;1,9;5;150;-7;3;7944768,0;7586491,89;-4,51;7612800,0;92851,2;239116,8;-358276,11;PE;315;49,92;14;4;99;0;;0;0;0;;0
HIDRO-2025-00423;2024-04-06 13:28:39.816834;Central;Comunidad de Regantes;TEC-0037;Riego Agrícola;1;1,7;2;14;-3;3;383166,8;501316,57;30,84;348440,3;10584,6;24141,9;118149,77;;200;5,61;0;0;0;0;;0;11;1;;0
HIDRO-2025-00795;2024-04-06 13:28:39.823961;Sur;Industrial;TEC-0025;Reparación;1;1,6;1;10;0;1;45975,54;55821,44;21,42;44606,25;435,24;934,05;9845,9;PE;315;0,195;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00369;2024-04-08 13:28:39.815906;Este;Municipal;TEC-0034;Reparación;2;1,0;3;16;8;0;26856,23;31087,01;15,75;26115,93;181,54;558,76;4230,78;FD;400;0,122;0;0;0;0;;0;0;0;Fuga;2
HIDRO-2025-00427;2024-04-08 13:28:39.816903;Central;Comunidad de Regantes;TEC-0014;Reparación;1;1,5;5;12;-6;0;26855,72;24133,4;-10,14;26275,2;171,12;409,4;-2722,32;FD;200;0,23;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00680;2024-04-08 13:28:39.821957;Central;Privado;TEC-0025;Riego Agrícola;1;2,1;1;14;0;2;251339,6;318218,84;26,61;223047,2;7069,2;21223,2;66879,24;;160;5,58;0;0;0;0;;0;11;1;;0
HIDRO-2025-00717;2024-04-08 13:28:39.822600;Sur;Industrial;TEC-0036;Impermeabilización;1;1,8;2;69;-2;2;211829,8;260388,96;22,92;103961,13;26324,48;81544,19;48559,16;;0;0,0;0;0;0;10283;200gr;11311;0;0;;0
HIDRO-2025-01145;2024-04-08 13:28:39.830014;Oeste;Industrial;TEC-0044;Red Agua Potable;1;2,2;2;129;-1;2;6841858,5;8765337,37;28,11;6555975,0;79961,4;205922,1;1923478,87;PE;315;42,99;12;4;85;0;;0;0;0;;0
HIDRO-2025-01256;2024-04-08 13:28:39.831877;Norte;Privado;TEC-0048;Riego Agrícola;2;1,2;2;10;-3;0;103463,6;108309,77;4,68;91805,2;2977,2;8681,2;4846,17;;160;2,28;0;0;0;0;;0;4;1;;0
HIDRO-2025-00197;2024-04-09 13:28:39.812930;Este;Comunidad de Regantes;TEC-0014;Reparación;2;2,3;1;13;0;3;21388,98;32083,48;50,0;20764,31;180,42;444,26;10694,49;FD;400;0,097;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-01264;2024-04-09 13:28:39.832007;Oeste;Municipal;TEC-0028;Riego Agrícola;2;2,9;1;42;2;2;909920,4;1364880,6;50,0;827470,9;25093,8;57355,7;454960,2;;200;13,33;0;0;0;0;;0;26;2;;0
